stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1666,ChurTrad,Church @ Trade,CHURCH ST SE & BELLEVUE ST SE,44.936345,-123.036859,,,,,,0
1668,MadrPeck,Madrona @ Peck,MADRONA AV SE & 12TH ST SE,44.905122,-123.03437,,,,,,0
1669,MadrPion,Madrona @ Pioneer,MADRONA AV SE & PIONEER DR SE,44.905113,-123.038187,,,,,,0
1670,MadrComm,Madrona @ Commercial,MADRONA AV SE & COMMERCIAL ST SE,44.904852,-123.040787,,,,,,0
1672,SummSpri,Summercrest @ Springcrest,SUMMERCREST DR S & SPRINGCREST DR S,44.879861,-123.072359,,,,,,0
1673,RedElmw,Red Leaf @ Elmwood,RED LEAF DR S & ELMWOOD DR S,44.877154,-123.07057,,,,,,0
1674,DaviRedl,Davis @ Red Leaf,DAVIS RD S & ELMWOOD DR S,44.872962,-123.068552,,,,,,0
1675,DaviJoyn,Davis @ Joynak,DAVIS RD S & ELMWOOD DR S,44.873071,-123.06404,,,,,,0
1676,LibeRocE,Liberty @ Rock Creek,LIBERTY RD S & HOLDER LN SE,44.87622,-123.061313,,,,,,0
1677,LibeKevi,Liberty @ Kevin,LIBERTY RD S & KEVIN WY SE,44.880223,-123.061154,,,,,,0
1678,BoonLone,Boone @ Lone Oak,,44.883361,-123.051406,,,,,,0
1679,BoonPam,Boone @ Pam,BOONE RD SE & PAM AV SE,44.882929,-123.042223,,,,,,0
1680,BoonSunn,Boone @ Sunnyside,BOONE RD SE & SUNNYSIDE RD SE,44.882941,-123.037705,,,,,,0
1681,13thAmtr,13th @ Amtrak,13TH ST SE & SUNNYSIDE RD SE,44.932508,-123.02846,,,,,,0
1682,CroiRedo,Croisan Scenic @ Red Oak,CROISAN SCENIC WY S & SUNNYSIDE RD SE,44.880444,-123.073678,,,,,,0
1683,CroiCoun,Croisan Scenic @ Country,CROISAN SCENIC WY S & SUNNYSIDE RD SE,44.882529,-123.072957,,,,,,0
1684,IdylJonS,Idylwood @ Jones,IDYLWOOD DR SE & JONES RD SE,44.890782,-123.044715,,,,,,0
1686,SunnBoxE,Sunnyside @ Boxwood,SUNNYSIDE RD SE & BOXWOOD LN SE,44.886031,-123.036232,,,,,,0
1687,IdylJonN,Idylwood @ Jones,IDYLWOOD DR SE & JONES RD SE,44.890989,-123.044917,,,,,,0
1688,LoneHrub,Lone Oak @ Hrubetz,LONE OAK RD SE & ARLENE AV SE,44.888392,-123.049329,,,,,,0
1689,LoneBoon,Lone Oak @ Boone,LONE OAK RD SE & LORI AV SE,44.883666,-123.051077,,,,,,0
1695,RiveManE,River Rd @ Manzanita,RIVER RD N & SALEM INDUSTRIAL DR NE,45.01118,-123.020729,,,,,,0
1696,CherShaW,Cherry @ Shady,CHERRY AV NE & HOPKINS CT NE,44.979881,-123.023394,,,,,,0
1697,CherLocW,Cherry @ Locust,CHERRY AV NE & JOHNSON ST NE,44.964514,-123.019512,,,,,,0
1698,Pine5th,Pine @ 5th,PINE ST NE & 5TH ST NE,44.962335,-123.027676,,,,,,0
1700,RiveHidd,River Rd @ Hidden Creek,RIVER RD NE & 5TH ST NE,45.014206,-123.020059,,,,,,0
1701,RiveNort,River Rd @ Northrup,RIVER RD NE & NORTHRUP CT NE,45.019736,-123.017954,,,,,,0
1702,ParkWhea,Parkmeadow @ Wheatland,PARKMEADOW DR NE & WHEATLAND RD N,45.024266,-123.024877,,,,,,0
1703,WheaRidg,Wheatland @ Ridgecrest,WHEATLAND RD N & RIDGECREST DR N,45.021246,-123.025373,,,,,,0
1704,WheaRusW,Wheatland @ Russett,WHEATLAND RD N & DELTA CT N,45.017085,-123.02423,,,,,,0
1705,WheaRive,Wheatland @ River Rd,WHEATLAND RD N & DELTA CT N,45.012205,-123.021321,,,,,,0
1706,Fair27th,Fairview Industrial @ 27th,FAIRVIEW INDUSTRIAL DR SE & 27TH CT SE,44.895372,-123.004826,,,,,,0
1707,Fai27thE,Fairview Industrial @ 27th,FAIRVIEW INDUSTRIAL DR SE & 27TH CT SE,44.895534,-123.004763,,,,,,0
1710,Fa4051SB,4051 Fairview Industrial,FAIRVIEW INDUSTRIAL DR SE,44.894841,-123.000287,,,,,,0
1711,Fa4050NB,4050 Fairview Industrial,FAIRVIEW INDUSTRIAL DR SE & VALE CT SE,44.894823,-122.999907,,,,,,0
1714,BattKueb,Battle Creek @ Kuebler,BATTLE CREEK RD SE & BOONE RD SE,44.883882,-123.012094,,,,,,0
1728,EolaBurl,Eola @ Burley Hill,0 EOLA DR NW & BURLEY HILL DR NW,44.942955,-123.08703,,,,,,0
1729,BurlFeat,Burley Hill @ Feather Sky,0 BURLEY HILL DR NW & FEATHER SKY ST NW,44.945463,-123.083276,,,,,,0
1736,BoonLonN,Boone @ Lone Oak,BOONE RD SE & DAKOTA RD SE,44.883424,-123.050861,,,,,,0
1743,BarnReed,Barnes @ Reed,BARNES AV SE & REED LN SE,44.881035,-123.015683,,,,,,0
1744,SunnBoIB,Sunnyside @ Boone,SUNNYSIDE RD SE & BOONE RD SE,44.883389,-123.036752,,,,,,0
1745,CommHilf,Commercial @ Hilfiker,COMMERCIAL ST SE & HILFIKER LN SE,44.891317,-123.035225,,,,,,0
1746,TitaOrcE,Titan @ Orchard Heights (West Salem HS),,44.959462,-123.08608,,,,,,0
1747,MainEcol,Monmouth - Main @ Ecols,E MAIN ST & N CATRON ST,44.84846,-123.23157,,,,,,0
1748,MaiCatWB,Monmouth - Main @ Catron,,44.84859,-123.2311,,,,,,0
1749,BroaMarE,Broadway @ Market,BROADWAY ST NE & GAINES ST NE,44.951398,-123.031171,,,,,,0
1751,4thDougl,Gervais - 4th @ Douglas,4TH ST & DOUGLAS AV,45.107431,-122.899216,,,,,,0
1752,PorRivNB,Brooks - Portland Rd @ Riverton,PORTLAND RD NE & RIVERTON ST NE,45.047324,-122.954587,,,,,,0
1753,CenFaiWB,Silverton Hospital - Center @ Fairview,W CENTER ST & FAIRVIEW ST,45.003365,-122.790174,,,,,,0
1754,CenFaiEB,Silverton Hospital - Center @ Fairview,W CENTER ST & FAIRVIEW ST,45.003204,-122.790161,,,,,,0
1755,Boise2nd,Turner - Boise @ 2nd,BOISE ST SE & 3RD ST SE,44.843021,-122.951912,,,,,,0
1756,SunnMilE,Sunnyside @ Mildred,SUNNYSIDE RD SE & MILDRED LN SE,44.870659,-123.03514,,,,,,0
1757,AumDepoS,Aumsville Hwy @ Depot,,44.896388,-122.964223,,,,,,0
1758,AumDepoN,Aumsville Hwy @ Depot,,44.897129,-122.964919,,,,,,0
1763,Ivy1stWB,Mill City - Ivy @ 1st,GINGERBREAD ST SE & HWY 226 SE,44.749267,-122.477547,,,,,,0
1764,GinGroEB,Mehama - Gingerbread @ Grove,GINGERBREAD ST SE & HWY 226 SE,44.79204,-122.618809,,,,,,0
1765,CommOwen,Commercial @ Owens,OWENS ST SE & COMMERCIAL ST SE,44.929931,-123.044225,,,,,,0
1766,SkylLibW,Skyline @ Liberty Circle,SKYLINE RD S,44.889297,-123.061957,,,,,,0
1767,SkylJosW,Skyline @ Joseph,SKYLINE RD S & 14TH PL S,44.886394,-123.066532,,,,,,0
1768,SilvPorS,Silverton Rd @ Portland Rd,,44.9605471,-123.014815,,,,,,0
1769,SilvPort,Silverton Rd @ Portland Rd,,44.960471,-123.014815,,,,,,0
1777,SilvLana,Silverton Rd @ Lana,,44.964701,-123.00409,,,,,,0
1778,Fair3831,3831 Fairview Industrial,FAIRVIEW INDUSTRIAL DR SE & STRONG RD SE,44.900494,-123.013085,,,,,,0
1780,BoonTerr,Boone @ Terrylee,BOONE RD SE & TERRYLEE CT SE,44.884331,-123.056345,,,,,,0
1781,BoonNina,Boone @ Nina,BOONE RD SE & NINA AV SE,44.884267,-123.05521,,,,,,0
1785,45thBrow,45th @ Brown Lot (CCC),45TH AV NE & MILKEY WY NE,44.9787,-122.97323,,,,,,0
1786,LancSilv,Lancaster @ Silverton Rd,LANCASTER DR NE & SILVERTON RD NE,44.970222,-122.983347,,,,,,0
1787,CascGolf,Stayton Park and Ride - Cascade Hwy @ Golf,CASCADE HW SE,44.815035,-122.794083,,,,,,0
1788,TurnerWM,Salem Walmart - 1950 Turner Rd,TURNER RD SE & S 5TH ST,44.913242,-122.996591,,,,,,0
1791,32ndLitW,32nd @ Litchfield,0 32ND AV SE & LITCHFIELD PL SE,44.887599,-122.995764,,,,,,0
1792,32ndLitE,32nd @ Litchfield,,44.887671,-122.99552,,,,,,0
1793,279025th,2790 25th,,44.911955,-123.010086,,,,,,0
1794,ChemMcle,Chemawa @ McLeod,,45.00503,-123.004422,,,,,,0
1795,ParkMeaN,Parkmeadow @ Meadowglen,PARKMEADOW DR NE & MEADOWGLEN ST NE,45.024966,-123.01761,,,,,,0
1796,SunnWalk,Sunnyview @ Walker,SUNNYVIEW RD NE,44.954857,-122.962748,,,,,,0
1797,CommFabN,Commercial @ Fabry,COMMERCIAL ST SE & WILTSEY RD SE,44.874042,-123.025081,,,,,,0
1798,SattBram,Satter @ Bramble,SATTER DR NE & MERRIMAC CT NE,44.980075,-122.970493,,,,,,0
1799,2ndBowSB,Silverton Roth's - 2nd @ Bowtie,N 2ND ST & BOWTIE LN,45.012763,-122.784005,,,,,,0
1800,2ndBowNB,Silverton Roth's - 2nd @ Bowtie,N 2ND ST & BOWTIE LN,45.012781,-122.783777,,,,,,0
1802,OrchMouS,Orchard Heights @ Mousebird,,44.960179,-123.072483,,,,,,0
1803,OrchLinS,Orchard Heights @ Linwood,,44.960152,-123.066696,,,,,,0
1804,OrchChaW,Orchard Heights @ Chapman Hill,,44.957152,-123.063414,,,,,,0
1805,OrchKarS,Orchard Heights @ Karen,,44.955451,-123.059042,,,,,,0
1806,OrchValS,Orchard Heights @ Valley View,,44.954302,-123.055736,,,,,,0
1807,GehlCroS,Gehlar @ Crouchen,,44.944592,-123.093218,,,,,,0
1808,GlenSunN,Glen Creek @ Sunburst,,44.950236,-123.07131,,,,,,0
1809,GlenBurN,Glen Creek @ Burley Hill,,44.950898,-123.077888,,,,,,0
1810,DoakGleN,Glen Creek @ Doaks Ferry,,44.952252,-123.084872,,,,,,0
1811,TitaIslE,Titan @ Islander,,44.95503,-123.087041,,,,,,0
1812,BurlPolN,Burley Hill @ Polk,,44.943839,-123.08556,,,,,,0
1813,EolaEagN,Eola @ Eagle Feather,,44.942867,-123.093432,,,,,,0
1814,EolaSunS,Eola @ Sunwood,,44.942761,-123.086126,,,,,,0
1815,BurlDeeW,Burley Hill @ Deerwind,,44.950303,-123.076697,,,,,,0
1816,BurlFawN,Burley Hill @ Fawn,,44.94827,-123.080866,,,,,,0
1819,OakRobb,Dallas Downtown - Oak @ Robb,,44.922661,-123.31754,,,,,,0
1820,WallGleE,Wallace @ Glen Creek,,44.950486,-123.051599,,,,,,0
1821,RiveLinN,Riverbend @ Linwood,,44.968151,-123.065025,,,,,,0
1822,LinwOrcN,Linwood @ Orchardview,,44.965967,-123.064507,,,,,,0
1823,OrchWooN,Orchardview @ Woodhill,,44.96569,-123.060707,,,,,,0
1824,1stLewiW,Silverton Downtown - 1st @ Lewis,,45.004794,-122.78158,,,,,,0
1825,1stLewiE,Silverton Downtown - 1st @ Lewis,,45.00494,-122.781508,,,,,,0
1826,DTC-A,Downtown Transit Center - Bay A,,44.940993,-123.03606,,,,,,0
1827,DTC-B,Downtown Transit Center - Bay B,,44.940942,-123.035902,,,,,,0
1829,DTC-D,Downtown Transit Center - Bay D,,44.94083,-123.03541,,,,,,0
1830,DTC-E,Downtown Transit Center - Bay E,,44.940775,-123.035132,,,,,,0
1831,DTC-F,Downtown Transit Center - Bay F,,44.94095,-123.035091,,,,,,0
1832,DTC-G,Downtown Transit Center - Bay G,,44.940999,-123.035288,,,,,,0
1833,DTC-H,Downtown Transit Center - Bay H,,44.941051,-123.035489,,,,,,0
1834,DTC-I,Downtown Transit Center - Bay I,,44.941102,-123.035693,,,,,,0
1836,DTC-K,Downtown Transit Center - Bay K,,44.941191,-123.036101,,,,,,0
1837,DTC-L,Downtown Transit Center - Bay L,,44.941242,-123.035979,,,,,,0
1838,DTC-M,Downtown Transit Center - Bay M,,44.941193,-123.035783,,,,,,0
1839,DTC-N,Downtown Transit Center - Bay N,,44.94114,-123.035571,,,,,,0
1840,DTC-O,Downtown Transit Center - Bay O,,44.941091,-123.035378,,,,,,0
1841,DTC-P,Downtown Transit Center - Bay P,,44.941044,-123.035192,,,,,,0
1842,DTC-Q,Downtown Transit Center - Bay Q,,44.941006,-123.034986,,,,,,0
1843,DTC-R,Downtown Transit Center - Bay R,,44.941193,-123.035013,,,,,,0
1845,DTC-T,Downtown Transit Center - Bay T,,44.941304,-123.035447,,,,,,0
1846,DTC-U,Downtown Transit Center - Bay U,,44.941359,-123.035674,,,,,,0
1847,DTC-V,Downtown Transit Center - Bay V,,44.941422,-123.03597,,,,,,0
1851,KTC-D,Keizer Transit Center - Bay D,,45.006981,-123.00211,,,,,,0
1852,KTC-E,Keizer Transit Center - Bay E,,45.006792,-123.002105,,,,,,0
1853,KTC-F,Keizer Transit Center - Bay F,,45.006613,-123.002105,,,,,,0
1854,KTC-G,Keizer Transit Center - Bay G,,45.006443,-123.002115,,,,,,0
1859,WSTC-D,West Salem Transit Center - Bay D,,44.951103,-123.048468,,,,,,0
1860,WSTC-E,West Salem Transit Center - Bay E,,44.950949,-123.048466,,,,,,0
1861,WSTC-F,West Salem Transit Center - Bay F,,44.950786,-123.048469,,,,,,0
1862,WSTC-G,West Salem Transit Center - Bay G,,44.950604,-123.048466,,,,,,0
1863,CCC-A,Chemeketa College - Bldg 2 - Bay A,,44.979028,-122.978941,,,,,,0
1864,CCC-B,Chemeketa College - Bldg 2 - Bay B,,44.979343,-122.978925,,,,,,0
1865,CCC-C,Chemeketa College - Bldg 2 - Bay C,,44.979448,-122.979122,,,,,,0
1866,CCC-D,Chemeketa College - Bldg 2 - Bay D,,44.979223,-122.979214,,,,,,0
1867,CCC-E,Chemeketa College - Bldg 2 - Bay E,,44.97956,-122.980057,,,,,,0
1869,Sil45thN,Silverton @ 45th,,44.970178,-122.97265,,,,,,0
1870,WheMcNaW,Wheatland @ McNary Heights,,45.014658,-123.023107,,,,,,0
1871,CapiShip,Capitol @ Shipping,,44.951927,-123.021735,,,,,,0
1872,2045Silv,2045 Silverton Rd,,44.963093,-123.00828,,,,,,0
1873,RyaHawtS,Ryan @ Hawthorne,,44.919702,-122.997812,,,,,,0
1874,HawMissW,Hawthorne @ Mission,,44.918645,-122.997534,,,,,,0
1875,25thMisE,25th @ Mission,,44.923165,-123.010556,,,,,,0
1877,RoyaSqui,Royalty @ Squire,,44.947606,-122.968513,,,,,,0
1878,Stat3620,3620 State  (Roberts H.S.),STATE ST & I 5 NB,44.927827,-122.989104,,,,,,0
1879,17thNeb,17th @ Nebraska,,44.945868,-123.015074,,,,,,0
